,overall,KM3_1,KM3_2,KM3_3,KM4_1,KM4_2,KM4_3,KM4_4,KM5_1,KM5_2,KM5_3,KM5_4,KM5_5,KM6_1,KM6_2,KM6_3,KM6_4,KM6_5,KM6_6,KM7_1,KM7_2,KM7_3,KM7_4,KM7_5,KM7_6,KM7_7
Product_Category_Office,0.12306326052452574,0.33985597996242956,0.0,0.0,0.3420333998529566,0.0,0.0,0.0,0.3357459379615953,0.0,0.0,0.0,0.3455019556714472,0.3357459379615953,0.0,0.0,0.0,0.3455019556714472,0.0,0.34936981248078697,0.0,0.0,0.0,0.36039099022524435,0.0,0.0
Product_Category_Waze,0.01046784067719749,0.028908369860154458,0.0,0.0,0.029093582606869027,0.0,0.0,0.0,0.02998522895125554,0.0,0.0,0.0,0.028601694915254237,0.02998522895125554,0.0,0.0,0.0,0.028601694915254237,0.0,0.031201967414694127,0.0,0.0,0.0,0.02983425414364641,0.0,0.0
Quantity,3.6351182828206485,7.188321853475266,1.501023410515543,1.7191327375041376,7.146780800336099,1.501023410515543,1.7191327375041376,13.672131147540984,7.089512555391432,1.501023410515543,1.7191327375041376,13.672131147540984,7.178373533246415,7.089512555391432,1.5007033512618948,1.7191327375041376,13.672131147540984,7.178373533246415,1.5021132713440406,7.258684291423301,1.5007033512618948,1.7191327375041376,13.672131147540984,7.384020399490013,1.5021132713440406,2.582360570687419
Transaction_Date,1562352737.7220166,1561880874.1390107,1563116039.401305,1562193261.569017,1561896775.884886,1563116039.401305,1562193261.569017,1559398898.3606558,1561949932.998523,1563116039.401305,1562193261.569017,1559398898.3606558,1561867451.108214,1561949932.998523,1563154912.7016964,1562193261.569017,1559398898.3606558,1561867451.108214,1562983668.6390533,1562014803.3200123,1563154912.7016964,1562193261.569017,1559398898.3606558,1561900725.7458563,1562983668.6390533,1560840541.6342413
cohort,1555900100.5517344,1555685118.5973701,1556297037.9429448,1555785028.0039723,1555692482.722403,1556297037.9429448,1555785028.0039723,1554535711.4754097,1555392670.7237813,1556297037.9429448,1555785028.0039723,1554535711.4754097,1555857877.7053454,1555392670.7237813,1556151665.4364915,1555785028.0039723,1554535711.4754097,1555857877.7053454,1556792058.1572273,1555450262.5268981,1556151665.4364915,1555785028.0039723,1554535711.4754097,1555852879.9660008,1556792058.1572273,1555288865.36965
month_number_10,0.07867886025243746,0.0851074932164475,0.090763720097224,0.06145867814189562,0.0856527675664321,0.090763720097224,0.06145867814189562,0.0,0.07474150664697193,0.090763720097224,0.06145867814189562,0.0,0.09167209908735333,0.07474150664697193,0.08754654530409599,0.06145867814189562,0.0,0.09167209908735333,0.10171879402648633,0.0770058407623732,0.08754654530409599,0.06145867814189562,0.0,0.09417764555886103,0.10171879402648633,0.028534370946822308
month_number_11,0.07484317134003476,0.06929659778751826,0.11903543558910068,0.04259075361359373,0.06974057346917341,0.11903543558910068,0.04259075361359373,0.0,0.07178729689807976,0.11903543558910068,0.04259075361359373,0.0,0.06861147327249022,0.07178729689807976,0.11559784857261067,0.04259075361359373,0.0,0.06861147327249022,0.1307410538179769,0.07316323393790347,0.11559784857261067,0.04259075361359373,0.0,0.0703782405439864,0.1307410538179769,0.0311284046692607
month_number_12,0.0850653767666843,0.06705280734710917,0.12025073557630804,0.0737614476442679,0.06748240731015649,0.12025073557630804,0.0737614476442679,0.0,0.06971935007385524,0.12025073557630804,0.0737614476442679,0.0,0.066248370273794,0.06971935007385524,0.1307405875051717,0.0737614476442679,0.0,0.066248370273794,0.08453085376162299,0.07055026129726406,0.1307405875051717,0.0737614476442679,0.0,0.0660433489162771,0.08453085376162299,0.06355382619974059
month_number_2,0.06205124329226816,0.06793988728866625,0.06888832032749137,0.04992827981904446,0.06811259321499842,0.06888832032749137,0.04992827981904446,0.040983606557377046,0.09231905465288036,0.06888832032749137,0.04992827981904446,0.040983606557377046,0.054758800521512385,0.09231905465288036,0.07323127844435251,0.04992827981904446,0.040983606557377046,0.054758800521512385,0.05409974640743871,0.09145404242237934,0.07323127844435251,0.04992827981904446,0.040983606557377046,0.054058648533786655,0.05409974640743871,0.08560311284046693
month_number_3,0.08211775376010884,0.09293466917136298,0.07215044134578483,0.0792783846408474,0.09263732801176347,0.07215044134578483,0.0792783846408474,0.13934426229508196,0.1,0.07215044134578483,0.0792783846408474,0.13934426229508196,0.08857561929595828,0.1,0.06760446834919322,0.0792783846408474,0.13934426229508196,0.08857561929595828,0.08763031839954917,0.1002151859821703,0.06760446834919322,0.0792783846408474,0.13934426229508196,0.08890777730556736,0.08763031839954917,0.08560311284046693
month_number_4,0.07841432998261658,0.08051554998956377,0.06556223615197646,0.08727794328588767,0.08050624934355635,0.06556223615197646,0.08727794328588767,0.08196721311475409,0.07503692762186115,0.06556223615197646,0.08727794328588767,0.08196721311475409,0.08352346805736637,0.07503692762186115,0.06669424906909392,0.08727794328588767,0.08196721311475409,0.08352346805736637,0.06170752324598478,0.074239163848755,0.06669424906909392,0.08727794328588767,0.08196721311475409,0.08312792180195495,0.06170752324598478,0.0933852140077821
month_number_5,0.08638802811578868,0.08896890002087247,0.06338748880644748,0.1034977380558314,0.08890872807478206,0.06338748880644748,0.1034977380558314,0.09836065573770492,0.0915805022156573,0.06338748880644748,0.1034977380558314,0.09836065573770492,0.0874348109517601,0.0915805022156573,0.05891601158460902,0.1034977380558314,0.09836065573770492,0.0874348109517601,0.07861369399830938,0.0919151552413157,0.05891601158460902,0.1034977380558314,0.09836065573770492,0.08754781130471738,0.07861369399830938,0.08430609597924774
month_number_6,0.07922681581135213,0.07482780212899186,0.07119099398746322,0.09080878296369856,0.07478206070790883,0.07119099398746322,0.09080878296369856,0.08196721311475409,0.07370753323485968,0.07119099398746322,0.09080878296369856,0.08196721311475409,0.0753748370273794,0.07370753323485968,0.06967314853123707,0.09080878296369856,0.08196721311475409,0.0753748370273794,0.07635953789799943,0.07285582539194589,0.06967314853123707,0.09080878296369856,0.08196721311475409,0.07530811729706757,0.07635953789799943,0.08300907911802853
month_number_7,0.09921774620210112,0.09815278647463994,0.07598823077907126,0.12037956526536467,0.09762629975842874,0.07598823077907126,0.12037956526536467,0.18032786885245902,0.09748892171344166,0.07598823077907126,0.12037956526536467,0.18032786885245902,0.09770208604954368,0.09748892171344166,0.07190732312784444,0.12037956526536467,0.18032786885245902,0.09770208604954368,0.08988447449985912,0.09529664924684907,0.07190732312784444,0.12037956526536467,0.18032786885245902,0.09519762005949851,0.08988447449985912,0.1543450064850843
month_number_8,0.11620436852845589,0.11125026090586516,0.07662786235128566,0.15557762330354188,0.1102300178552673,0.07662786235128566,0.15557762330354188,0.27049180327868855,0.11669128508124077,0.07662786235128566,0.15557762330354188,0.27049180327868855,0.10666558018252933,0.11669128508124077,0.07587918907736864,0.15557762330354188,0.27049180327868855,0.10666558018252933,0.07917723302338688,0.1152782047340916,0.07587918907736864,0.15557762330354188,0.27049180327868855,0.10514237144071398,0.07917723302338688,0.14526588845654995
month_number_9,0.08102184264227949,0.0856293049467752,0.0736855571190994,0.08247820809886351,0.08602037601092322,0.0736855571190994,0.08247820809886351,0.02459016393442623,0.08596750369276218,0.0736855571190994,0.08247820809886351,0.02459016393442623,0.08604954367666232,0.08596750369276218,0.07662391394290442,0.08247820809886351,0.02459016393442623,0.08604954367666232,0.06367990983375599,0.08715032277897325,0.07662391394290442,0.08247820809886351,0.02459016393442623,0.08610284742881429,0.06367990983375599,0.07522697795071336
order_month,1561082213.3474417,1560614318.8478396,1561825405.552002,1560935885.6007946,1560630182.3758008,1561825405.552002,1560935885.6007946,1558138308.1967213,1560679738.1388478,1561825405.552002,1560935885.6007946,1558138308.1967213,1560602844.3285527,1560679738.1388478,1561877200.7612743,1560935885.6007946,1558138308.1967213,1560602844.3285527,1561649033.3051565,1560742866.7691362,1561877200.7612743,1560935885.6007946,1558138308.1967213,1560633528.1937952,1561649033.3051565,1559628252.1400778
total_marketing_spend,4725.941694127428,4685.00799154665,4867.789876551107,4646.872897495311,4686.723588383573,4867.789876551107,4646.872897495311,4417.234262295082,4679.08053323486,4867.789876551107,4646.872897495311,4417.234262295082,4690.939973924381,4679.08053323486,4894.651943731899,4646.872897495311,4417.234262295082,4690.939973924381,4776.3195801634265,4681.600948355364,4894.651943731899,4646.872897495311,4417.234262295082,4693.260943476413,4776.3195801634265,4630.19429312581
week_day,3.371778399213967,3.467125860989355,3.1770500191889472,3.438927507447865,3.4670727864720092,3.1770500191889472,3.438927507447865,3.4754098360655736,3.4505169867060563,3.1770500191889472,3.438927507447865,3.4754098360655736,3.476205997392438,3.4505169867060563,3.1499379395945386,3.438927507447865,3.4754098360655736,3.476205997392438,3.2693716539870388,3.4597294804795573,3.1499379395945386,3.438927507447865,3.4754098360655736,3.4742881427964303,3.2693716539870388,3.4189364461738
km_4,0.987302547048598,0.019098309329993738,1.0,2.0,,,,,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0
km_3,0.9803869699947094,,,,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
km_5,1.9148212531176783,2.5805677311625965,1.0,2.0,2.577880474740048,1.0,2.0,3.0,,,,,,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,2.630350194552529
km_6,2.183054946716046,2.5805677311625965,1.9080209799155687,2.0,2.577880474740048,1.9080209799155687,2.0,3.0,0.0,1.9080209799155687,2.0,3.0,4.0,,,,,,,0.0,1.0,2.0,3.0,4.0,5.0,2.630350194552529
km_7,2.232144206787091,2.7161344187017322,1.9080209799155687,2.0,2.7143157231383257,1.9080209799155687,2.0,3.0,0.23397341211225997,1.9080209799155687,2.0,3.0,4.0826271186440675,0.23397341211225997,1.0,2.0,3.0,4.0826271186440675,5.0,,,,,,,
