,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
Product_Category_Office,-0.09854512666202742,-0.10254738761623128,-0.31329377031885336,0.02055587261848473,-0.47123866138891113,-0.1051397136623733,0.0150935282986247,-0.2261610057331901,0.2198933626019649,0.08938354975605066,-0.29473812567224383,-0.23846258652771377,-0.2795625616180274,0.0820575370215453,-0.09425565003810127,0.09682141815558046,-0.09442987773118193,0.06000736960383108,0.2713162187828949,-0.02464338400365086,-0.013889326923582886,-0.15390981324490793,0.047185469085415245,-0.09228869490777444,0.020369460447960067,-0.033851806943858816
Product_Category_Waze,0.0035135350689362204,-0.030946838929812457,-0.03262563925303225,0.012032863548717132,0.007672251627864752,-0.0013216655395648618,-0.00773091872340839,-0.06254195609173235,0.014812809513797317,-0.06674065367282539,0.014799966496540605,-0.06909906398977528,-0.06326807872892126,0.07481862815801385,0.009747249049481382,0.003160327478509239,0.47145633833593087,-0.1989062729377701,-0.09428878647194766,0.2097580433179303,0.00488541564814776,0.15008696362908158,0.5303434823450544,0.09488895945744838,0.36457852637174304,-0.1000397362662059
Quantity,-0.09519469989051485,-0.09423927418152862,-0.37282742374145456,0.02038106253662846,-0.5988962637822536,-0.0617489780117243,-0.011239330827821383,0.027100188837277748,-0.0051395025889498964,0.057859022847993456,-0.041389439351538555,-0.03165881910166178,-0.0597050897702709,-0.011777576431180601,-0.03599788261411356,-0.052337295668113966,-0.12938529607831306,0.03199421782756253,-0.05157930775925062,-0.03866165024431909,0.02773791532156468,0.005469138245601524,-0.06381313515603185,0.04121568608349421,0.008746941701453112,0.0026880792949014447
Transaction_Date,0.9391864381956561,-0.2837716271170882,0.012671456139526891,-0.053617182128362986,-0.035309057368254015,0.01682160578604438,0.0018325424355630708,0.012932397781043437,0.0037677219534916575,0.019629851492687558,-0.013009827486922657,-0.00985522433540794,-0.010414772445889535,-0.030602807559180586,-0.012451636356213143,-0.010086525793659679,0.007294540834660303,0.017481558943740257,-0.0024018674361077083,-0.001213641223354679,0.006024928911605602,0.010408807273056764,-0.0020549809340706777,0.0027810454595621112,-0.002489298044743351,-0.002785665663971423
cohort,0.647062178101819,-0.22145770698162473,-9.606275796567032e-05,-0.04915848650688026,-0.028953249913617828,-0.062363917483186086,-0.01505719918197503,-0.003204326566283658,0.019092186097838557,-0.0293711301407898,0.06853864539139072,-0.08012586992527712,-0.045788767009406275,0.0649059049877673,-0.010434739314874063,0.009094634698513052,0.015473566850981082,0.020041666198236507,-0.04348608771090696,0.02043495829321241,0.03045677568030629,-0.0052707652337356525,-0.009409175073404297,-0.016606234661432035,-0.011386472134117672,0.0049461340364128845
month_number_10,0.2544805060972825,-0.09067504470205993,0.06137214604489225,-0.44729965289487295,-0.1563815396138033,0.024148956417971466,-0.007061658225570896,-0.36293285442505724,-0.04789402905942379,-0.06386502225928904,0.49594483314287696,0.08430614186580118,0.0028476462040592687,-0.017246166240910486,-0.09300983794624225,0.2676660069338265,-0.10078253165572179,0.06124529933211173,0.08749106748045565,-0.004289793857508233,0.07070977557854524,-0.02820307172923115,0.05552181734382324,-0.0407492280594827,0.013392297579068953,0.0246310067377944
month_number_11,0.3856931109687997,0.0025964145449235113,0.11661017529451648,-0.09246865454197575,-0.16672581822926785,-0.10519012826811705,0.009981287606144357,0.03765825269741098,0.08537638064305461,-0.09134250872813378,-0.36804121761292863,0.031928549395201386,0.05069924261570109,0.47746143909663186,0.342179390922721,0.10851907952290461,0.207960144628789,0.06744313098636923,0.043020506040022104,-0.08469915601390046,0.012747100043225289,0.10211770359712641,0.02259280054578969,0.05644411254519771,-0.0577967681143215,-0.002052884002656932
month_number_12,0.5757596706866812,0.20669340356293572,-0.1256909189972242,0.2592584223405259,0.06957705565632072,0.03650081888783028,-0.009007720756932912,-0.07347788495074915,0.12947392576611966,0.05634726989592951,-0.08000537752921684,0.15633680304579886,-0.16657381776522612,-0.31846737050305335,-0.3162717423408694,-0.1231719990010302,0.048060332030876486,-0.12777102689735467,-0.1290238848629231,0.024168018829327856,-0.008995080954420894,0.029581664814846042,-0.06794918366301327,-0.01986691901797438,0.047424943364719675,-0.018373778243018127
month_number_2,-0.31646277713266713,0.2996530708885016,-0.033897653212572786,0.0712313106747663,-0.05571002098384206,0.13668100074135064,-0.00016951387763267477,0.05234360544627058,-0.11049941410020114,0.028276034720578904,-0.01840463687002065,0.14014534642882787,0.2480161831353534,0.20653343213146252,-0.365629292278484,0.11577467374500874,0.024521465944040238,-0.04505560989918813,0.40676167249059114,0.09294160229215863,-0.07538197045217253,0.16671811145571488,-0.03895720156265319,0.07959863825062571,-0.00021680637295968646,-0.05878972239533962
month_number_3,-0.3219424731957348,0.026106143104839233,0.05262882367288305,0.4535685291476282,-0.0746383063579824,-0.06166813199232037,0.004781601417340937,-0.06733383960057582,-0.01671768136485525,-0.2220887503867634,0.07283252173970203,0.40377989701877365,-0.3157655696333051,-0.1336893653311861,0.24120875045362894,0.09093516106045384,0.11943864510849622,-0.04252026542865359,-0.00883783191631523,-0.2271619814656231,0.18382964824203796,-0.1666478092759887,0.09036753605238432,-0.07586602826294324,0.018933081329518615,0.025858935788238065
month_number_4,-0.21460131636770016,0.28947825898125357,-0.1592317156753291,-0.3396427585832376,0.0774600142225347,-0.0021820840748551827,0.04338960789983972,-0.21818911389300727,-0.032102345327033,-0.03895973073767592,-0.05660950767746342,-0.2770160941126836,-0.07574949467873753,-0.1445026636215462,0.42477947343067596,-0.2942706651553973,-0.1020523982773927,0.041618926469700564,-0.1199887303882115,0.04648632939702363,-0.07313672982128167,0.01493184568122142,-0.01252287977942783,0.0007282999436394065,-0.042500280226838966,-0.015641140464882543
month_number_5,-0.2053944285907808,-0.15710305185943846,0.0829170977897213,0.03289934906959564,0.04659790292451574,-0.10839872295499219,-0.04653948579262666,-0.08459504580680892,0.5460077705460565,-0.09947104969113185,0.018805952462384652,-0.16918798339239474,0.1877948071533988,0.20828098535223968,-0.33289057748851514,-0.2487028154470043,0.036481466772810014,-0.1577428819985759,-0.23806989423371963,-0.010243165379921171,0.019719623028406262,-0.043768033217217506,-0.09807703406084307,-0.023037125884190057,0.04830171341113498,0.002987571901070868
month_number_6,-0.05419948320443484,-0.052743077712685334,0.0027967239367299277,0.3747827903386237,0.09076490101523585,-0.09605305786712702,-0.02232270653719135,-0.04550843562268332,-0.03464638963291782,0.47943066023206377,0.08939731518808253,-0.23833952873201866,-0.016487881062016603,0.06414430483569918,0.13250349728093047,0.4404833282679033,-0.08661636264815267,0.18274090550359467,-0.26234530669071565,0.18192484883708665,-0.17030087571943936,0.14069008947104306,-0.008466592178443179,0.04590308684131468,-0.09956302791603391,0.06150935264570589
month_number_7,-0.08274060629715416,-0.26239815087200086,0.09362583166939668,-0.4400313402222945,0.03790159654224916,0.09211772782923741,-0.02249228710546938,0.27473040627125533,0.017051386151540133,0.2494340233986861,-0.3746247314633015,0.2614593338228602,0.04389998474576592,-0.42410023635516897,-0.08162548052627068,0.1218175178548481,0.10124908647366415,0.08305110608848476,-0.04778229002817839,-0.06955796199476164,0.010095053248005845,-0.04346976413298637,0.021595759701216213,-0.04455294940386566,0.10725626175533688,0.005364854083273763
month_number_8,0.10028054652660909,-0.2079055957899095,-0.11228117656381109,-0.053375599242644116,0.17371912245448096,0.03818022067606809,-0.002945180355085123,0.44907523926003046,-0.24708927767455868,-0.11601005204221498,0.2741700960287668,-0.13031433048995816,-0.37626304956240797,0.3488767096219071,-0.055987664928728746,-0.17898704443049848,-0.06934552641688055,-0.1481893461229699,0.11269399518302912,0.04651032273575458,0.022952229744667766,-0.036559243012597525,-0.06583250536921637,0.07058100993051183,-0.07798109037141071,-0.038476256440489666
month_number_9,0.18175903683298164,-0.21734601971867132,0.01714302645797672,0.3391604708771956,-0.06590578356862106,0.07556192690130019,0.05198613494274945,-0.04524185578491958,-0.21494926143847892,-0.13637103531995473,-0.045388982492284666,-0.23330905573423644,0.4955374112278975,-0.2508832123591118,0.14810859046663152,-0.25780622151063043,-0.16790188370739528,0.10831879257848559,0.23317163180275874,0.0031761460314809107,-0.018081315604365156,-0.09363024153098456,0.09443055001024633,-0.035363258927470796,0.023699719625967376,-0.0004192925860585578
order_month,0.9432861548582572,-0.27319500508986055,0.0035267926884366045,-0.049371334085475393,-0.03296438573208185,0.017242036297050706,0.0011488814134545812,0.011629290393893398,0.0037137714515683156,0.016694674985729414,-0.01128244660913216,-0.013756820037788012,-0.01005909876577477,-0.03064408421998046,-0.01678442456872182,-0.00971811249621612,0.006769436737286036,0.016913385663847754,-0.003429624205221843,-0.0001738857401467992,0.006400229046672632,0.009650798100417458,-0.002643095347410182,0.0018533181298328527,-0.0029403792387042798,-0.0020438949085518333
total_marketing_spend,0.4606284374927107,0.7142810881727774,-0.455846535883005,-0.04059631711459712,0.08979448852408749,-0.02148546613990758,1.8840179255380307e-05,0.030557567486078865,-0.012581450990434543,-0.0010236115028794683,0.0070376805182579254,-0.02231229341461203,0.019729931765748176,-0.010162190453365449,-0.0006792928962006008,0.03587541549882924,0.023373738101760834,0.004017769721934415,-0.008079166383964349,-0.01554075995655162,0.027521024672567427,-0.025430450323242336,0.013574359330607615,-0.013986622935733129,0.02139840109289154,0.018818862000306778
week_day,0.01941240321358997,0.06823870392083756,-0.23588252546754424,-0.006578744712967744,0.010082302637678028,-0.08823108086506859,-0.04072337877002051,0.39887014283597344,0.15403826175836782,0.07105755494286972,0.009694441989021085,0.08822834952506994,0.35995305959999335,0.17282289716815646,0.053047347653166356,0.07610881634414249,-0.11386440672243336,0.10649756125770794,-0.06773844507809972,-0.10260669710450133,0.11544166680637956,-0.26550507420319314,0.13310853637943343,-0.08323323731399054,-0.025614017251146485,-0.009231868500567616
